Weapon Hash,Weapon Name,Weapon Name With Season,Weapon Type,Weapon Slot,Weapon Tier,Weapon Element,Weapon Current Version,Weapon Power Cap,Is Sunset,Weapon Season,Weapon Archetype,Weapon Slot 1 Type,Weapon Slot 2 Type,Weapon Slot 3 Type,Weapon Slot 4 Type,Accuracy,Aim Assistance,Airborne Effectiveness,Ammo Capacity,Blast Radius,Charge Rate,Charge Time,Draw Time,Guard Efficiency,Guard Endurance,Guard Resistance,Handling,Impact,Inventory Size,Magazine,Weapon Range,Recoil Direction,Reload Speed,Rounds Per Minute,Shield Duration,Stability,Swing Speed,Velocity,Zoom,Slot 1 Perk 0,Slot 1 Perk 1,Slot 1 Perk 2,Slot 1 Perk 3,Slot 1 Perk 4,Slot 1 Perk 5,Slot 1 Perk 6,Slot 1 Perk 7,Slot 1 Perk 8,Slot 1 Perk 9,Slot 1 Perk 10,Slot 1 Perk 11,Slot 1 Perk 12,Slot 2 Perk 0,Slot 2 Perk 1,Slot 2 Perk 2,Slot 2 Perk 3,Slot 2 Perk 4,Slot 2 Perk 5,Slot 2 Perk 6,Slot 2 Perk 7,Slot 2 Perk 8,Slot 2 Perk 9,Slot 2 Perk 10,Slot 2 Perk 11,Slot 2 Perk 12,Slot 3 Perk 0,Slot 3 Perk 1,Slot 3 Perk 2,Slot 3 Perk 3,Slot 3 Perk 4,Slot 3 Perk 5,Slot 3 Perk 6,Slot 3 Perk 7,Slot 3 Perk 8,Slot 3 Perk 9,Slot 3 Perk 10,Slot 3 Perk 11,Slot 3 Perk 12,Slot 4 Perk 0,Slot 4 Perk 1,Slot 4 Perk 2,Slot 4 Perk 3,Slot 4 Perk 4,Slot 4 Perk 5,Slot 4 Perk 6,Slot 4 Perk 7,Slot 4 Perk 8,Slot 4 Perk 9,Slot 4 Perk 10,Slot 4 Perk 11,Slot 4 Perk 12
3361694401,Fare-Thee-Well,Fare-Thee-Well (S01),Scout Rifle,Kinetic,Common,Kinetic,0,999999,No,1,Lightweight Frame,Scopes,Magazines,,,,61.0,,,,,,,,,,57.0,60.0,44.0,15.0,22.0,44.0,49.0,200.0,,30.0,,,20.0,Mark 10 Glass,IS 5 Circle,,,,,,,,,,,,Appended Mag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361694402,Sea Scorpion-1sr,Sea Scorpion-1sr (S01),Scout Rifle,Energy,Common,Arc,0,999999,No,1,VEIST Rapid-Fire,Barrels,Magazines,,,,60.0,,,,,,,,,,15.0,45.0,46.0,16.0,18.0,42.0,24.0,260.0,,32.0,,,20.0,Full Bore,Fluted Barrel,,,,,,,,,,,,Tactical Mag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361694403,Inverness-SR2,Inverness-SR2 (S01),Scout Rifle,Kinetic,Common,Kinetic,0,999999,No,1,Precision Frame,Scopes,Magazines,,,,53.0,,,,,,,,,,35.0,62.0,43.0,15.0,33.0,47.0,34.0,180.0,,34.0,,,20.0,TrueSight IS,Red Dot-ORS1,,,,,,,,,,,,Extended Mag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366545721,Bequest,Bequest (S12),Sword,Power,Legendary,Arc,0,999999,No,12,Adaptive Frame,Blades,Guards,Frames,Frames,,,,60.0,,70.0,70.0,,0.0,,0.0,,70.0,0.0,50.0,40.0,,,,,0.0,40.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Balanced Guard,Burst Guard,Enduring Guard,Heavy Guard,Swordmaster's Guard,,,,,,,,,Energy Transfer,Tireless Blade,Relentless Strikes,Thresh,Wellspring,Duelist's Trance,Unrelenting,,,,,,,En Garde,Surrounded,Assassin's Blade,Chain Reaction,Demolitionist,Vorpal Weapon,One for All,,,,,,
3369545945,Temporal Clause,Temporal Clause (S08),Machine Gun,Power,Legendary,Void,0,1060,Yes,8,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,68.0,6.0,,,,,,,,,48.0,25.0,29.0,75.0,26.0,59.0,63.0,900.0,,31.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Quickdraw,Firmly Planted,Pulse Monitor,Auto-Loading Holster,Ambitious Assassin,Genesis,,,,,,,,Surrounded,Rangefinder,High-Impact Reserves,Rampage,Hip-Fire Grip,Eye of the Storm,,,,,,,
3371017761,Conditional Finality,Conditional Finality (S20),Shotgun,Kinetic,Exotic,Stasis,0,999999,No,20,Split Decision,Barrels,Magazines,Frames,Grips,,56.0,4.0,,,,,,,,,60.0,80.0,51.0,2.0,35.0,70.0,66.0,55.0,,20.0,,,12.0,Shortened Barrel,,,,,,,,,,,,,Alloy Magazine,,,,,,,,,,,,,Paracausal Pellets,,,,,,,,,,,,,Textured Grip,,,,,,,,,,,,
3371413056,Death's Razor,Death's Razor (S18),Sword,Power,Legendary,Void,0,999999,No,18,Vortex Frame,Blades,Guards,Frames,Frames,,,,62.0,,20.0,20.0,,,,,,60.0,,60.0,50.0,,,,,,40.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Infinite Guard,,,,,,,,,,,,,Energy Transfer,Thresh,Counterattack,Tireless Blade,Duelist's Trance,Relentless Strikes,,,,,,,,Surrounded,Valiant Charge,Vorpal Weapon,Whirlwind Blade,Demolitionist,Destabilizing Rounds,,,,,,,
3371413057,Goldtusk,Goldtusk (S18),Sword,Power,Legendary,Arc,0,999999,No,18,Lightweight Frame,Blades,Guards,Frames,Frames,,,,74.0,,20.0,20.0,,,,,,60.0,,70.0,20.0,,,,,,80.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Swordmaster's Guard,,,,,,,,,,,,,Relentless Strikes,Valiant Charge,Assassin's Blade,Tireless Blade,Unrelenting,Duelist's Trance,,,,,,,,Counterattack,Whirlwind Blade,Harmony,Chain Reaction,Adrenaline Junkie,One for All,,,,,,,
3371413059,Throne-Cleaver,Throne-Cleaver (S18),Sword,Power,Legendary,Solar,0,999999,No,18,Aggressive Frame,Blades,Guards,Frames,Frames,,,,48.0,,20.0,20.0,,,,,,72.0,,40.0,60.0,,,,,,0.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Heavy Guard,,,,,,,,,,,,,Thresh,Energy Transfer,Flash Counter,Unrelenting,Duelist's Trance,Tireless Blade,,,,,,,,En Garde,Surrounded,Pugilist,Valiant Charge,Incandescent,Vorpal Weapon,,,,,,,
3376406418,Right Side of Wrong,Right Side of Wrong (S04),Pulse Rifle,Energy,Legendary,Solar,0,1060,Yes,4,Aggressive Burst,Scopes,Magazines,Frames,Frames,,49.0,10.0,,,,,,,,,25.0,35.0,45.0,40.0,61.0,60.0,38.0,450.0,,60.0,,,18.0,Devil Scope D2,Dusk Scope D2,Wolf Sight W1,King Sight K1,Dusk Sight D1,Wolf Dot W2,King Dot K2,Dusk Dot D1,,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Outlaw,Moving Target,Firmly Planted,Zen Moment,Under Pressure,Hip-Fire Grip,,,,,,,,Rampage,Kill Clip,High-Impact Reserves,Full Auto Trigger System,Rangefinder,Headseeker,,,,,,,
3380742308,Alone as a god,Alone as a god (S01),Sniper Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,1,Rapid-Fire Frame,Barrels,Frames,Frames,,,79.0,2.0,,,,,,,,,66.0,55.0,45.0,5.0,33.0,57.0,61.0,140.0,,36.0,,,45.0,Corkscrew Rifling,Smallbore,Arrowhead Brake,,,,,,,,,,,Triple Tap,Ambitious Assassin,,,,,,,,,,,,Snapshot Sights,,,,,,,,,,,,,,,,,,,,,,,,,
3383958216,Harmony-21,Harmony-21 (S04),Submachine Gun,Energy,Rare,Arc,0,999999,No,4,Adaptive Frame,Scopes,Magazines,Frames,,,44.0,,,,,,,,,,45.0,20.0,38.0,32.0,33.0,90.0,46.0,900.0,,32.0,,,13.0,SLO-21 Post,SPO-57 Front,,,,,,,,,,,,Appended Mag,,,,,,,,,,,,,Grave Robber,,,,,,,,,,,,,,,,,,,,,,,,,
3383958217,Furina-2mg,Furina-2mg (S04),Submachine Gun,Energy,Rare,Void,0,999999,No,4,Lightweight Frame,Barrels,Magazines,Frames,,,43.0,,,,,,,,,,62.0,15.0,63.0,36.0,17.0,87.0,23.0,900.0,,34.0,,,13.0,Fluted Barrel,Smallbore,,,,,,,,,,,,Tactical Mag,,,,,,,,,,,,,Snapshot Sights,,,,,,,,,,,,,,,,,,,,,,,,,
3383958218,Philippis-B,Philippis-B (S04),Submachine Gun,Kinetic,Rare,Kinetic,0,999999,No,4,Precision Frame,Scopes,Magazines,Frames,,,50.0,,,,,,,,,,16.0,25.0,25.0,26.0,47.0,85.0,12.0,600.0,,33.0,,,13.0,GA Post,GB Iron,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,Dynamic Sway Reduction,,,,,,,,,,,,,,,,,,,,,,,,,
3383958219,Protostar CSu,Protostar CSu (S04),Submachine Gun,Kinetic,Rare,Kinetic,0,999999,No,4,Adaptive Frame,Scopes,Magazines,Frames,,,43.0,,,,,,,,,,43.0,20.0,38.0,32.0,33.0,85.0,45.0,900.0,,32.0,,,13.0,Cleanshot IS,Hitmark IS,,,,,,,,,,,,Appended Mag,,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
3385326721,Reckless Oracle,Reckless Oracle (S08),Auto Rifle,Energy,Legendary,Void,1,999999,No,8,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,75.0,10.0,,,,,,,,,42.0,18.0,54.0,51.0,26.0,59.0,55.0,720.0,,56.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Light Mag,,,,,,,,Mulligan,Under Pressure,Auto-Loading Holster,Outlaw,,,,,,,,,,Kill Clip,Triple Tap,Swashbuckler,Demolitionist,,,,,,,,,
3388655311,Tyranny of Heaven,Tyranny of Heaven (S21),Combat Bow,Energy,Legendary,Solar,0,999999,No,21,Lightweight Frame,Bowstrings,Arrows,Frames,Frames,36.0,81.0,17.0,,,,80.0,580.0,,,,68.0,68.0,68.0,,,54.0,60.0,,,59.0,,,18.0,Agile Bowstring,Tactile String,Elastic String,Flexible String,High Tension String,Natural String,Polymer String,,,,,,,Carbon Arrow Shaft,Compact Arrow Shaft,Helical Fletching,Natural Fletching,Straight Fletching,,,,,,,,,Wellspring,Moving Target,Archer's Tempo,Pugilist,Explosive Head,Dragonfly,Successful Warm-Up,,,,,,,Snapshot Sights,Golden Tricorn,Collective Action,Swashbuckler,Adagio,One for All,Incandescent,,,,,,
3393130645,Positive Outlook,Positive Outlook (S02),Auto Rifle,Energy,Legendary,Void,0,1060,Yes,2,Precision Frame,Scopes,Magazines,Frames,,,26.0,10.0,,,,,,,,,39.0,29.0,59.0,33.0,57.0,66.0,43.0,450.0,,42.0,,,16.0,Jolt PS,Flash HS5,Transmission MS7,,,,,,,,,,,Accurized Rounds,Armor-Piercing Rounds,,,,,,,,,,,,Kill Clip,,,,,,,,,,,,,,,,,,,,,,,,,
3393519051,Perfect Paradox,Perfect Paradox (S09),Shotgun,Kinetic,Legendary,Kinetic,0,1260,Yes,9,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,70.0,2.0,,,,,,,,,43.0,65.0,54.0,7.0,32.0,61.0,64.0,140.0,,36.0,,,12.0,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,,,,,,,,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,Light Mag,,,,,,,,Underdog,Demolitionist,Firmly Planted,Slideshot,Field Prep,Threat Detector,,,,,,,,Rampage,Swashbuckler,Trench Barrel,Opening Shot,Eye of the Storm,One-Two Punch,,,,,,,
3400256755,Zephyr,Zephyr (S15),Sword,Power,Legendary,Stasis,0,999999,No,15,Adaptive Frame,Blades,Guards,Frames,Frames,,,,60.0,,20.0,20.0,,0.0,,0.0,,60.0,0.0,50.0,40.0,,,,,0.0,40.0,,0.0,Hungry Edge,Enduring Blade,Honed Edge,Jagged Edge,Tempered Edge,,,,,,,,,Balanced Guard,Burst Guard,Enduring Guard,Heavy Guard,Swordmaster's Guard,,,,,,,,,Tireless Blade,Relentless Strikes,Thresh,Unrelenting,Duelist's Trance,Energy Transfer,,,,,,,,Cold Steel,Assassin's Blade,Flash Counter,Counterattack,Whirlwind Blade,Harmony,,,,,,,
3407395594,Smite of Merain (Harrowed),Smite of Merain (Harrowed) (S18),Pulse Rifle,Kinetic,Legendary,Kinetic,0,999999,No,18,Adaptive Frame,Barrels,Magazines,Frames,Frames,,60.0,21.0,,,,,,,,,47.0,29.0,49.0,38.0,43.0,70.0,47.0,390.0,,50.0,,,17.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Ensemble,Moving Target,Pugilist,Demolitionist,Well-Rounded,Focused Fury,Stats for All,,,,,,,Eye of the Storm,Gutshot Straight,Swashbuckler,Adrenaline Junkie,Firefly,Vorpal Weapon,One for All,,,,,,
3409645497,Legal Action II,Legal Action II (S15),Pulse Rifle,Kinetic,Legendary,Kinetic,0,999999,No,15,High-Impact Frame,Barrels,Magazines,Frames,Frames,,32.0,10.0,,,,,,,,,24.0,33.0,47.0,28.0,62.0,70.0,33.0,340.0,,48.0,,,22.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Heating Up,Surplus,Feeding Frenzy,Underdog,Moving Target,Killing Wind,,,,,,,,Adrenaline Junkie,Wellspring,Osmosis,Frenzy,Rampage,Thresh,,,,,,,
3410721600,Subtle Calamity,Subtle Calamity (S04),Combat Bow,Energy,Legendary,Void,0,1060,Yes,4,Precision Frame,Bowstrings,Arrows,Frames,Frames,70.0,70.0,10.0,,,,60.0,684.0,,,,47.0,76.0,68.0,,,60.0,40.0,,,40.0,,,18.0,Agile Bowstring,Tactile String,Elastic String,Flexible String,High Tension String,Natural String,Polymer String,,,,,,,Carbon Arrow Shaft,Compact Arrow Shaft,Fiberglass Arrow Shaft,Helical Fletching,Natural Fletching,Straight Fletching,,,,,,,,Rampage,Dragonfly,Hip-Fire Grip,Moving Target,Snapshot Sights,Quickdraw,,,,,,,,Sneak Bow,Explosive Head,Archer's Tempo,,,,,,,,,,
3413074534,Polaris Lance,Polaris Lance (S03),Scout Rifle,Energy,Exotic,Solar,0,999999,No,3,The Perfect Fifth,Barrels,Magazines,Frames,Stocks,,39.0,27.0,,,,,,,,,29.0,67.0,55.0,14.0,70.0,77.0,33.0,150.0,,50.0,,,21.0,Smallbore,,,,,,,,,,,,,Tactical Mag,,,,,,,,,,,,,Zen Moment,,,,,,,,,,,,,Fitted Stock,,,,,,,,,,,,
3413860062,The Chaperone,The Chaperone (S04),Shotgun,Kinetic,Exotic,Kinetic,0,999999,No,4,Precision Slug,Barrels,Magazines,Frames,Stocks,,70.0,1.0,,,,,,,,,80.0,75.0,45.0,6.0,100.0,50.0,30.0,70.0,,20.0,,,12.0,Hammer-Forged Rifling,,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,The Roadborn,,,,,,,,,,,,,Hand-Laid Stock,,,,,,,,,,,,
3413860063,Lord of Wolves,Lord of Wolves (S04),Shotgun,Energy,Exotic,Solar,0,999999,No,4,Shrapnel Launcher,Barrels,Magazines,Frames,Stocks,,80.0,4.0,,,,,,,,,40.0,68.0,100.0,5.0,20.0,80.0,80.0,640.0,,39.0,,,12.0,Chambered Compensator,,,,,,,,,,,,,Extended Mag,,,,,,,,,,,,,Release the Wolves,,,,,,,,,,,,,Composite Stock,,,,,,,,,,,,
3419149443,Crooked Fang-4fr,Crooked Fang-4fr (S04),Linear Fusion Rifle,Power,Legendary,Void,0,1060,Yes,4,Precision Frame,Barrels,Batteries,Frames,Frames,,61.0,6.0,,,,533.0,,,,,29.0,41.0,38.0,6.0,27.0,65.0,28.0,,,29.0,,,25.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,,,,,,,,Opening Shot,High-Impact Reserves,Auto-Loading Holster,Snapshot Sights,Moving Target,Hip-Fire Grip,Threat Detector,,,,,,,Backup Plan,Kill Clip,Rampage,Dragonfly,Rangefinder,Genesis,Box Breathing,,,,,,
3424403076,The Fool's Remedy,The Fool's Remedy (S01),Sidearm,Energy,Legendary,Solar,0,1060,Yes,1,Rapid-Fire Frame,Scopes,Magazines,Frames,,,58.0,12.0,,,,,,,,,59.0,35.0,69.0,15.0,27.0,94.0,38.0,450.0,,60.0,,,12.0,Control SAS,Tactic SAS,FarPoint SAS,,,,,,,,,,,Ricochet Rounds,Accurized Rounds,,,,,,,,,,,,Moving Target,,,,,,,,,,,,,,,,,,,,,,,,,
3425561386,Motion to Compel,Motion to Compel (S03),Scout Rifle,Energy,Legendary,Arc,0,1060,Yes,3,High-Impact Frame,Magazines,Frames,Frames,,,36.0,10.0,,,,,,,,,24.0,67.0,51.0,14.0,74.0,79.0,39.0,150.0,,25.0,,,21.0,Swap Mag,Drop Mag,Extended Mag,,,,,,,,,,,Slideshot,Moving Target,,,,,,,,,,,,Kill Clip,,,,,,,,,,,,,,,,,,,,,,,,,
3428521585,Insidious,Insidious (S16),Pulse Rifle,Energy,Legendary,Arc,0,999999,No,16,Aggressive Burst,Barrels,Magazines,Frames,Frames,,44.0,24.0,,,,,,,,,27.0,35.0,59.0,40.0,74.0,78.0,34.0,450.0,,60.0,,,18.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Compulsive Reloader,Dragonfly,Stats for All,Sleight of Hand,Demolitionist,Rapid Hit,Heating Up,,,,,,,Adaptive Munitions,One for All,Bait and Switch,Turnabout,Vorpal Weapon,Adrenaline Junkie,Rampage,,,,,,
3434507093,Occluded Finality,Occluded Finality (S03),Sniper Rifle,Energy,Legendary,Arc,0,1060,Yes,3,Aggressive Frame,Scopes,Magazines,Frames,,,47.0,2.0,,,,,,,,,30.0,90.0,59.0,3.0,75.0,77.0,34.0,72.0,,29.0,,,43.0,SSO-07 Sniper,SSO-08 Sniper,,,,,,,,,,,,Tactical Mag,Armor-Piercing Rounds,,,,,,,,,,,,Field Prep,,,,,,,,,,,,,,,,,,,,,,,,,
3434629515,Metronome-52,Metronome-52 (S02),Scout Rifle,Energy,Legendary,Solar,0,1060,Yes,2,Precision Frame,Scopes,Magazines,Frames,,,59.0,10.0,,,,,,,,,38.0,62.0,60.0,16.0,44.0,77.0,45.0,180.0,,48.0,,,20.0,SLO-21 Post,SPO-28 Front,SRO-52 Ocular,,,,,,,,,,,Flared Magwell,Appended Mag,,,,,,,,,,,,Full Auto Trigger System,,,,,,,,,,,,,,,,,,,,,,,,,
3434944005,Point of the Stag,Point of the Stag (S09),Combat Bow,Energy,Legendary,Arc,0,999999,No,9,Precision Frame,Bowstrings,Arrows,Frames,Frames,68.0,72.0,10.0,,,,60.0,684.0,,,,56.0,76.0,53.0,,,77.0,40.0,,,40.0,,,18.0,Elastic String,,,,,,,,,,,,,Natural Fletching,,,,,,,,,,,,,No Distractions,Archer's Tempo,,,,,,,,,,,,Vorpal Weapon,Eye of the Storm,,,,,,,,,,,
3435238842,Song of Justice VI,Song of Justice VI (S01),Scout Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,1,High-Impact Frame,Scopes,Magazines,Frames,,,39.0,10.0,,,,,,,,,29.0,67.0,50.0,12.0,70.0,75.0,32.0,150.0,,18.0,,,21.0,SC Holo,LD Watchdog,,,,,,,,,,,,Armor-Piercing Rounds,Extended Mag,,,,,,,,,,,,Auto-Loading Holster,,,,,,,,,,,,,,,,,,,,,,,,,
3435238843,Good Counsel IX,Good Counsel IX (S01),Scout Rifle,Kinetic,Legendary,Kinetic,0,1060,Yes,1,High-Impact Frame,Scopes,Magazines,Frames,,,29.0,10.0,,,,,,,,,30.0,67.0,53.0,13.0,65.0,73.0,30.0,150.0,,21.0,,,21.0,SD Thermal,LC Ranged,,,,,,,,,,,,Armor-Piercing Rounds,Tactical Mag,,,,,,,,,,,,Hip-Fire Grip,,,,,,,,,,,,,,,,,,,,,,,,,
3437746471,Crimson,Crimson (S02),Hand Cannon,Kinetic,Exotic,Kinetic,0,999999,No,2,Banned Weapon,Barrels,Magazines,Frames,Grips,,75.0,15.0,,,,,,,,,45.0,92.0,100.0,8.0,55.0,55.0,60.0,415.0,,80.0,,,14.0,Smallbore,,,,,,,,,,,,,Accurized Rounds,,,,,,,,,,,,,Cruel Remedy,,,,,,,,,,,,,Heavy Grip,,,,,,,,,,,,
3441197112,Nox Cordis II,Nox Cordis II (S04),Fusion Rifle,Energy,Rare,Arc,0,999999,No,4,Rapid-Fire Frame,Scopes,Batteries,Frames,,,29.0,,,,,500.0,,,,,45.0,55.0,47.0,6.0,18.0,46.0,42.0,,,24.0,,,15.0,Quickdraw IS,TrueSight IS,,,,,,,,,,,,Liquid Coils,,,,,,,,,,,,,Rampage,,,,,,,,,,,,,,,,,,,,,,,,,
3441197113,Nox Lumen II,Nox Lumen II (S04),Fusion Rifle,Energy,Rare,Void,0,999999,No,4,High-Impact Frame,Scopes,Batteries,Frames,,,55.0,,,,,960.0,,,,,17.0,95.0,14.0,4.0,42.0,67.0,15.0,,,20.0,,,15.0,Fastdraw IS,Quickdraw IS,,,,,,,,,,,,Accelerated Coils,,,,,,,,,,,,,Hip-Fire Grip,,,,,,,,,,,,,,,,,,,,,,,,,
3441197115,Parsec TSu,Parsec TSu (S04),Fusion Rifle,Energy,Rare,Solar,0,999999,No,4,High-Impact Frame,Scopes,Batteries,Frames,,,55.0,,,,,960.0,,,,,16.0,95.0,16.0,4.0,44.0,64.0,16.0,,,19.0,,,15.0,TrueSight IS,Fastdraw IS,,,,,,,,,,,,Particle Repeater,,,,,,,,,,,,,Field Prep,,,,,,,,,,,,,,,,,,,,,,,,,
3444632029,Unwavering Duty (Adept),Unwavering Duty (Adept) (S20),Machine Gun,Power,Legendary,Solar,0,999999,No,20,Adaptive Frame,Barrels,Magazines,Frames,Frames,,72.0,10.0,,,,,,,,,50.0,41.0,58.0,55.0,58.0,76.0,68.0,450.0,,60.0,,,16.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Extended Mag,Alloy Magazine,Appended Mag,Armor-Piercing Rounds,High-Caliber Rounds,Ricochet Rounds,Flared Magwell,Light Mag,,,,,,Auto-Loading Holster,Field Prep,Dynamic Sway Reduction,Ambitious Assassin,Killing Wind,Offhand Strike,Subsistence,,,,,,,Tap the Trigger,Firing Line,Focused Fury,Killing Tally,Incandescent,Adaptive Munitions,Cascade Point,,,,,,
3445437901,Main Ingredient,Main Ingredient (S01),Fusion Rifle,Energy,Legendary,Arc,0,1060,Yes,1,Precision Frame,Scopes,Batteries,Frames,,,59.0,4.0,,,,780.0,,,,,31.0,80.0,40.0,5.0,59.0,73.0,24.0,,,49.0,,,15.0,Red Dot 2 MOA,Cleanshot IS,Hitmark IS,,,,,,,,,,,Enhanced Battery,Liquid Coils,,,,,,,,,,,,Rampage,,,,,,,,,,,,,,,,,,,,,,,,,
3454326177,Omniscient Eye,Omniscient Eye (S08),Sniper Rifle,Energy,Legendary,Solar,1,999999,No,8,Rapid-Fire Frame,Barrels,Magazines,Frames,Frames,,72.0,2.0,,,,,,,,,70.0,55.0,44.0,5.0,37.0,55.0,57.0,140.0,,36.0,,,40.0,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,,,,,Accurized Rounds,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Alloy Magazine,Flared Magwell,,,,,,,Genesis,Mulligan,Outlaw,No Distractions,,,,,,,,,,Dragonfly,Multikill Clip,Snapshot Sights,Rampage,,,,,,,,,
3460122497,Imperial Needle,Imperial Needle (S13),Combat Bow,Energy,Legendary,Void,0,999999,No,13,Lightweight Frame,Bowstrings,Arrows,Frames,Frames,27.0,80.0,10.0,,,,80.0,580.0,,,,68.0,68.0,60.0,,,52.0,60.0,,,42.0,,,19.0,Agile Bowstring,Tactile String,Elastic String,Flexible String,High Tension String,Natural String,Polymer String,,,,,,,Carbon Arrow Shaft,Compact Arrow Shaft,Fiberglass Arrow Shaft,Helical Fletching,Natural Fletching,Straight Fletching,,,,,,,,Quickdraw,Impulse Amplifier,Killing Wind,Sneak Bow,Hip-Fire Grip,Archer's Tempo,,,,,,,,Thresh,Wellspring,Swashbuckler,Opening Shot,Sympathetic Arsenal,Frenzy,,,,,,,
3460576091,Duality,Duality (S12),Shotgun,Energy,Exotic,Solar,0,999999,No,12,Compression Chamber,Barrels,Magazines,Frames,Stocks,,65.0,6.0,,,,,,,,,60.0,80.0,70.0,6.0,70.0,78.0,1.0,65.0,,45.0,,,12.0,Corkscrew Rifling,,,,,,,,,,,,,Alloy Magazine,,,,,,,,,,,,,On Black Wings,,,,,,,,,,,,,Short-Action Stock,,,,,,,,,,,,
3461377698,Baligant XU7743,Baligant XU7743 (S05),Shotgun,Kinetic,Legendary,Kinetic,0,1060,Yes,5,Aggressive Frame,Barrels,Magazines,Frames,Frames,,28.0,2.0,,,,,,,,,22.0,80.0,30.0,5.0,20.0,72.0,30.0,55.0,,21.0,,,12.0,Rifled Barrel,Smoothbore,Smallbore,Barrel Shroud,Corkscrew Rifling,Full Choke,,,,,,,,Assault Mag,Appended Mag,Tactical Mag,Extended Mag,Steady Rounds,Accurized Rounds,Light Mag,,,,,,,Air Assault,Slideshot,Threat Detector,Field Prep,Full Auto Trigger System,Pulse Monitor,,,,,,,,Rampage,Outlaw,Snapshot Sights,Moving Target,Auto-Loading Holster,,,,,,,,
